"","word","sentiment"
"3371","infamous","negative"
"3372","infamously","negative"
"3373","infamy","negative"
"3374","infected","negative"
"3375","infection","negative"
"3376","infections","negative"
"3377","inferior","negative"
"3378","inferiority","negative"
"3379","infernal","negative"
"3380","infest","negative"
"3381","infested","negative"
"3382","infidel","negative"
"3383","infidels","negative"
"3384","infiltrator","negative"
"3385","infiltrators","negative"
"3386","infirm","negative"
"3387","inflame","negative"
"3388","inflammation","negative"
"3389","inflammatory","negative"
"3390","inflammed","negative"
"3391","inflated","negative"
"3392","inflationary","negative"
"3393","inflexible","negative"
"3394","inflict","negative"
"3395","influential","positive"
"3396","infraction","negative"
"3397","infringe","negative"
"3398","infringement","negative"
"3399","infringements","negative"
"3400","infuriate","negative"
"3401","infuriated","negative"
"3402","infuriating","negative"
"3403","infuriatingly","negative"
"3404","ingenious","positive"
"3405","ingeniously","positive"
"3406","ingenuity","positive"
"3407","ingenuous","positive"
"3408","ingenuously","positive"
"3409","inglorious","negative"
"3410","ingrate","negative"
"3411","ingratitude","negative"
"3412","inhibit","negative"
"3413","inhibition","negative"
"3414","inhospitable","negative"
"3415","inhospitality","negative"
"3416","inhuman","negative"
"3417","inhumane","negative"
"3418","inhumanity","negative"
"3419","inimical","negative"
"3420","inimically","negative"
"3421","iniquitous","negative"
"3422","iniquity","negative"
"3423","injudicious","negative"
"3424","injure","negative"
"3425","injurious","negative"
"3426","injury","negative"
"3427","injustice","negative"
"3428","injustices","negative"
"3429","innocuous","positive"
"3430","innovation","positive"
"3431","innovative","positive"
"3432","innuendo","negative"
"3433","inoperable","negative"
"3434","inopportune","negative"
"3435","inordinate","negative"
"3436","inordinately","negative"
"3437","inpressed","positive"
"3438","insane","negative"
"3439","insanely","negative"
"3440","insanity","negative"
"3441","insatiable","negative"
"3442","insecure","negative"
"3443","insecurity","negative"
"3444","insensible","negative"
"3445","insensitive","negative"
"3446","insensitively","negative"
"3447","insensitivity","negative"
"3448","insidious","negative"
"3449","insidiously","negative"
"3450","insightful","positive"
"3451","insightfully","positive"
"3452","insignificance","negative"
"3453","insignificant","negative"
"3454","insignificantly","negative"
"3455","insincere","negative"
"3456","insincerely","negative"
"3457","insincerity","negative"
"3458","insinuate","negative"
"3459","insinuating","negative"
"3460","insinuation","negative"
"3461","insociable","negative"
"3462","insolence","negative"
"3463","insolent","negative"
"3464","insolently","negative"
"3465","insolvent","negative"
"3466","insouciance","negative"
"3467","inspiration","positive"
"3468","inspirational","positive"
"3469","inspire","positive"
"3470","inspiring","positive"
"3471","instability","negative"
"3472","instable","negative"
"3473","instantly","positive"
"3474","instigate","negative"
"3475","instigator","negative"
"3476","instigators","negative"
"3477","instructive","positive"
"3478","instrumental","positive"
"3479","insubordinate","negative"
"3480","insubstantial","negative"
"3481","insubstantially","negative"
"3482","insufferable","negative"
"3483","insufferably","negative"
"3484","insufficiency","negative"
"3485","insufficient","negative"
"3486","insufficiently","negative"
"3487","insular","negative"
"3488","insult","negative"
"3489","insulted","negative"
"3490","insulting","negative"
"3491","insultingly","negative"
"3492","insults","negative"
"3493","insupportable","negative"
"3494","insupportably","negative"
"3495","insurmountable","negative"
"3496","insurmountably","negative"
"3497","insurrection","negative"
"3498","intefere","negative"
"3499","inteferes","negative"
"3500","integral","positive"
"3501","integrated","positive"
"3502","intelligence","positive"
"3503","intelligent","positive"
"3504","intelligible","positive"
"3505","intense","negative"
"3506","interesting","positive"
"3507","interests","positive"
"3508","interfere","negative"
"3509","interference","negative"
"3510","interferes","negative"
"3511","intermittent","negative"
"3512","interrupt","negative"
"3513","interruption","negative"
"3514","interruptions","negative"
"3515","intimacy","positive"
"3516","intimate","positive"
"3517","intimidate","negative"
"3518","intimidating","negative"
"3519","intimidatingly","negative"
"3520","intimidation","negative"
"3521","intolerable","negative"
"3522","intolerablely","negative"
"3523","intolerance","negative"
"3524","intoxicate","negative"
"3525","intractable","negative"
"3526","intransigence","negative"
"3527","intransigent","negative"
"3528","intricate","positive"
"3529","intrigue","positive"
"3530","intriguing","positive"
"3531","intriguingly","positive"
"3532","intrude","negative"
"3533","intrusion","negative"
"3534","intrusive","negative"
"3535","intuitive","positive"
"3536","inundate","negative"
"3537","inundated","negative"
"3538","invader","negative"
"3539","invalid","negative"
"3540","invalidate","negative"
"3541","invalidity","negative"
"3542","invaluable","positive"
"3543","invaluablely","positive"
"3544","invasive","negative"
"3545","invective","negative"
"3546","inveigle","negative"
"3547","inventive","positive"
"3548","invidious","negative"
"3549","invidiously","negative"
"3550","invidiousness","negative"
"3551","invigorate","positive"
"3552","invigorating","positive"
"3553","invincibility","positive"
"3554","invincible","positive"
"3555","inviolable","positive"
"3556","inviolate","positive"
"3557","invisible","negative"
"3558","involuntarily","negative"
"3559","involuntary","negative"
"3560","invulnerable","positive"
"3561","irascible","negative"
"3562","irate","negative"
"3563","irately","negative"
"3564","ire","negative"
"3565","irk","negative"
"3566","irked","negative"
"3567","irking","negative"
"3568","irks","negative"
"3569","irksome","negative"
"3570","irksomely","negative"
"3571","irksomeness","negative"
"3572","irksomenesses","negative"
"3573","ironic","negative"
"3574","ironical","negative"
"3575","ironically","negative"
"3576","ironies","negative"
"3577","irony","negative"
"3578","irragularity","negative"
"3579","irrational","negative"
"3580","irrationalities","negative"
"3581","irrationality","negative"
"3582","irrationally","negative"
"3583","irrationals","negative"
"3584","irreconcilable","negative"
"3585","irrecoverable","negative"
"3586","irrecoverableness","negative"
"3587","irrecoverablenesses","negative"
"3588","irrecoverably","negative"
"3589","irredeemable","negative"
"3590","irredeemably","negative"
"3591","irreformable","negative"
"3592","irregular","negative"
"3593","irregularity","negative"
"3594","irrelevance","negative"
"3595","irrelevant","negative"
"3596","irreparable","negative"
"3597","irreplaceable","positive"
"3598","irreplacible","negative"
"3599","irrepressible","negative"
"3600","irreproachable","positive"
"3601","irresistible","positive"
"3602","irresistibly","positive"
"3603","irresolute","negative"
"3604","irresolvable","negative"
"3605","irresponsible","negative"
"3606","irresponsibly","negative"
"3607","irretating","negative"
"3608","irretrievable","negative"
"3609","irreversible","negative"
"3610","irritable","negative"
"3611","irritably","negative"
"3612","irritant","negative"
"3613","irritate","negative"
"3614","irritated","negative"
"3615","irritating","negative"
"3616","irritation","negative"
"3617","irritations","negative"
"3618","isolate","negative"
"3619","isolated","negative"
"3620","isolation","negative"
"3621","issue","negative"
"3622","issue-free","positive"
"3623","issues","negative"
"3624","itch","negative"
"3625","itching","negative"
"3626","itchy","negative"
"3627","jabber","negative"
"3628","jaded","negative"
"3629","jagged","negative"
"3630","jam","negative"
"3631","jarring","negative"
"3632","jaundiced","negative"
"3633","jaw-droping","positive"
"3634","jaw-dropping","positive"
"3635","jealous","negative"
"3636","jealously","negative"
"3637","jealousness","negative"
"3638","jealousy","negative"
"3639","jeer","negative"
"3640","jeering","negative"
"3641","jeeringly","negative"
"3642","jeers","negative"
"3643","jeopardize","negative"
"3644","jeopardy","negative"
"3645","jerk","negative"
"3646","jerky","negative"
"3647","jitter","negative"
"3648","jitters","negative"
"3649","jittery","negative"
"3650","job-killing","negative"
"3651","jobless","negative"
"3652","joke","negative"
"3653","joker","negative"
"3654","jollify","positive"
"3655","jolly","positive"
"3656","jolt","negative"
"3657","jovial","positive"
"3658","joy","positive"
"3659","joyful","positive"
"3660","joyfully","positive"
"3661","joyous","positive"
"3662","joyously","positive"
"3663","jubilant","positive"
"3664","jubilantly","positive"
"3665","jubilate","positive"
"3666","jubilation","positive"
"3667","jubiliant","positive"
"3668","judder","negative"
"3669","juddering","negative"
"3670","judders","negative"
"3671","judicious","positive"
"3672","jumpy","negative"
"3673","junk","negative"
"3674","junky","negative"
"3675","junkyard","negative"
"3676","justly","positive"
"3677","jutter","negative"
"3678","jutters","negative"
"3679","kaput","negative"
"3680","keen","positive"
"3681","keenly","positive"
"3682","keenness","positive"
"3683","kid-friendly","positive"
"3684","kill","negative"
"3685","killed","negative"
"3686","killer","negative"
"3687","killing","negative"
"3688","killjoy","negative"
"3689","kills","negative"
"3690","kindliness","positive"
"3691","kindly","positive"
"3692","kindness","positive"
"3693","knave","negative"
"3694","knife","negative"
"3695","knock","negative"
"3696","knotted","negative"
"3697","knowledgeable","positive"
"3698","kook","negative"
"3699","kooky","negative"
"3700","kudos","positive"
"3701","lack","negative"
"3702","lackadaisical","negative"
"3703","lacked","negative"
"3704","lackey","negative"
"3705","lackeys","negative"
"3706","lacking","negative"
"3707","lackluster","negative"
"3708","lacks","negative"
"3709","laconic","negative"
"3710","lag","negative"
"3711","lagged","negative"
"3712","lagging","negative"
"3713","laggy","negative"
"3714","lags","negative"
"3715","laid-off","negative"
"3716","lambast","negative"
"3717","lambaste","negative"
"3718","lame","negative"
"3719","lame-duck","negative"
"3720","lament","negative"
"3721","lamentable","negative"
"3722","lamentably","negative"
"3723","languid","negative"
"3724","languish","negative"
"3725","languor","negative"
"3726","languorous","negative"
"3727","languorously","negative"
"3728","lanky","negative"
"3729","lapse","negative"
"3730","lapsed","negative"
"3731","lapses","negative"
"3732","large-capacity","positive"
"3733","lascivious","negative"
"3734","last-ditch","negative"
"3735","latency","negative"
"3736","laud","positive"
"3737","laudable","positive"
"3738","laudably","positive"
"3739","laughable","negative"
"3740","laughably","negative"
"3741","laughingstock","negative"
"3742","lavish","positive"
"3743","lavishly","positive"
"3744","law-abiding","positive"
"3745","lawbreaker","negative"
"3746","lawbreaking","negative"
"3747","lawful","positive"
"3748","lawfully","positive"
"3749","lawless","negative"
"3750","lawlessness","negative"
"3751","layoff","negative"
"3752","layoff-happy","negative"
"3753","lazy","negative"
"3754","lead","positive"
"3755","leading","positive"
"3756","leads","positive"
"3757","leak","negative"
"3758","leakage","negative"
"3759","leakages","negative"
"3760","leaking","negative"
"3761","leaks","negative"
"3762","leaky","negative"
"3763","lean","positive"
"3764","lech","negative"
"3765","lecher","negative"
"3766","lecherous","negative"
"3767","lechery","negative"
"3768","led","positive"
"3769","leech","negative"
"3770","leer","negative"
"3771","leery","negative"
"3772","left-leaning","negative"
"3773","legendary","positive"
"3774","lemon","negative"
"3775","lengthy","negative"
"3776","less-developed","negative"
"3777","lesser-known","negative"
"3778","letch","negative"
"3779","lethal","negative"
"3780","lethargic","negative"
"3781","lethargy","negative"
"3782","leverage","positive"
"3783","levity","positive"
"3784","lewd","negative"
"3785","lewdly","negative"
"3786","lewdness","negative"
"3787","liability","negative"
"3788","liable","negative"
"3789","liar","negative"
"3790","liars","negative"
"3791","liberate","positive"
"3792","liberation","positive"
"3793","liberty","positive"
"3794","licentious","negative"
"3795","licentiously","negative"
"3796","licentiousness","negative"
"3797","lie","negative"
"3798","lied","negative"
"3799","lier","negative"
"3800","lies","negative"
"3801","life-threatening","negative"
"3802","lifeless","negative"
"3803","lifesaver","positive"
"3804","light-hearted","positive"
"3805","lighter","positive"
"3806","likable","positive"
"3807","like","positive"
"3808","liked","positive"
"3809","likes","positive"
"3810","liking","positive"
"3811","limit","negative"
"3812","limitation","negative"
"3813","limitations","negative"
"3814","limited","negative"
"3815","limits","negative"
"3816","limp","negative"
"3817","lionhearted","positive"
"3818","listless","negative"
"3819","litigious","negative"
"3820","little-known","negative"
"3821","lively","positive"
"3822","livid","negative"
"3823","lividly","negative"
"3824","loath","negative"
"3825","loathe","negative"
"3826","loathing","negative"
"3827","loathly","negative"
"3828","loathsome","negative"
"3829","loathsomely","negative"
"3830","logical","positive"
"3831","lone","negative"
"3832","loneliness","negative"
"3833","lonely","negative"
"3834","loner","negative"
"3835","lonesome","negative"
"3836","long-lasting","positive"
"3837","long-time","negative"
"3838","long-winded","negative"
"3839","longing","negative"
"3840","longingly","negative"
"3841","loophole","negative"
"3842","loopholes","negative"
"3843","loose","negative"
"3844","loot","negative"
"3845","lorn","negative"
"3846","lose","negative"
"3847","loser","negative"
"3848","losers","negative"
"3849","loses","negative"
"3850","losing","negative"
"3851","loss","negative"
"3852","losses","negative"
"3853","lost","negative"
"3854","loud","negative"
"3855","louder","negative"
"3856","lousy","negative"
"3857","lovable","positive"
"3858","lovably","positive"
"3859","love","positive"
"3860","loved","positive"
"3861","loveless","negative"
"3862","loveliness","positive"
"3863","lovelorn","negative"
"3864","lovely","positive"
"3865","lover","positive"
"3866","loves","positive"
"3867","loving","positive"
"3868","low-cost","positive"
"3869","low-price","positive"
"3870","low-priced","positive"
"3871","low-rated","negative"
"3872","low-risk","positive"
"3873","lower-priced","positive"
"3874","lowly","negative"
"3875","loyal","positive"
"3876","loyalty","positive"
"3877","lucid","positive"
"3878","lucidly","positive"
"3879","luck","positive"
"3880","luckier","positive"
"3881","luckiest","positive"
"3882","luckiness","positive"
"3883","lucky","positive"
"3884","lucrative","positive"
"3885","ludicrous","negative"
"3886","ludicrously","negative"
"3887","lugubrious","negative"
"3888","lukewarm","negative"
"3889","lull","negative"
"3890","luminous","positive"
"3891","lumpy","negative"
"3892","lunatic","negative"
"3893","lunaticism","negative"
"3894","lurch","negative"
"3895","lure","negative"
"3896","lurid","negative"
"3897","lurk","negative"
"3898","lurking","negative"
"3899","lush","positive"
"3900","luster","positive"
"3901","lustrous","positive"
"3902","luxuriant","positive"
"3903","luxuriate","positive"
"3904","luxurious","positive"
"3905","luxuriously","positive"
"3906","luxury","positive"
"3907","lying","negative"
"3908","lyrical","positive"
"3909","macabre","negative"
"3910","mad","negative"
"3911","madden","negative"
"3912","maddening","negative"
"3913","maddeningly","negative"
"3914","madder","negative"
"3915","madly","negative"
"3916","madman","negative"
"3917","madness","negative"
"3918","magic","positive"
"3919","magical","positive"
"3920","magnanimous","positive"
"3921","magnanimously","positive"
"3922","magnificence","positive"
"3923","magnificent","positive"
"3924","magnificently","positive"
"3925","majestic","positive"
"3926","majesty","positive"
"3927","maladjusted","negative"
"3928","maladjustment","negative"
"3929","malady","negative"
"3930","malaise","negative"
"3931","malcontent","negative"
"3932","malcontented","negative"
"3933","maledict","negative"
"3934","malevolence","negative"
"3935","malevolent","negative"
"3936","malevolently","negative"
"3937","malice","negative"
"3938","malicious","negative"
"3939","maliciously","negative"
"3940","maliciousness","negative"
"3941","malign","negative"
"3942","malignant","negative"
"3943","malodorous","negative"
"3944","maltreatment","negative"
"3945","manageable","positive"
"3946","maneuverable","positive"
"3947","mangle","negative"
"3948","mangled","negative"
"3949","mangles","negative"
"3950","mangling","negative"
"3951","mania","negative"
"3952","maniac","negative"
"3953","maniacal","negative"
"3954","manic","negative"
"3955","manipulate","negative"
"3956","manipulation","negative"
"3957","manipulative","negative"
"3958","manipulators","negative"
"3959","mar","negative"
"3960","marginal","negative"
"3961","marginally","negative"
"3962","martyrdom","negative"
"3963","martyrdom-seeking","negative"
"3964","marvel","positive"
"3965","marveled","positive"
"3966","marvelled","positive"
"3967","marvellous","positive"
"3968","marvelous","positive"
"3969","marvelously","positive"
"3970","marvelousness","positive"
"3971","marvels","positive"
"3972","mashed","negative"
"3973","massacre","negative"
"3974","massacres","negative"
"3975","master","positive"
"3976","masterful","positive"
"3977","masterfully","positive"
"3978","masterpiece","positive"
"3979","masterpieces","positive"
"3980","masters","positive"
"3981","mastery","positive"
"3982","matchless","positive"
"3983","matte","negative"
"3984","mature","positive"
"3985","maturely","positive"
"3986","maturity","positive"
"3987","mawkish","negative"
"3988","mawkishly","negative"
"3989","mawkishness","negative"
"3990","meager","negative"
"3991","meaningful","positive"
"3992","meaningless","negative"
"3993","meanness","negative"
"3994","measly","negative"
"3995","meddle","negative"
"3996","meddlesome","negative"
"3997","mediocre","negative"
"3998","mediocrity","negative"
"3999","melancholy","negative"
"4000","melodramatic","negative"
"4001","melodramatically","negative"
"4002","meltdown","negative"
"4003","memorable","positive"
"4004","menace","negative"
"4005","menacing","negative"
"4006","menacingly","negative"
"4007","mendacious","negative"
"4008","mendacity","negative"
"4009","menial","negative"
"4010","merciful","positive"
"4011","mercifully","positive"
"4012","merciless","negative"
"4013","mercilessly","negative"
"4014","mercy","positive"
"4015","merit","positive"
"4016","meritorious","positive"
"4017","merrily","positive"
"4018","merriment","positive"
"4019","merriness","positive"
"4020","merry","positive"
"4021","mesmerize","positive"
"4022","mesmerized","positive"
"4023","mesmerizes","positive"
"4024","mesmerizing","positive"
"4025","mesmerizingly","positive"
"4026","mess","negative"
"4027","messed","negative"
"4028","messes","negative"
"4029","messing","negative"
"4030","messy","negative"
"4031","meticulous","positive"
"4032","meticulously","positive"
"4033","midget","negative"
"4034","miff","negative"
"4035","mightily","positive"
"4036","mighty","positive"
"4037","militancy","negative"
"4038","mind-blowing","positive"
"4039","mindless","negative"
"4040","mindlessly","negative"
"4041","miracle","positive"
"4042","miracles","positive"
"4043","miraculous","positive"
"4044","miraculously","positive"
"4045","miraculousness","positive"
"4046","mirage","negative"
"4047","mire","negative"
"4048","misalign","negative"
"4049","misaligned","negative"
"4050","misaligns","negative"
"4051","misapprehend","negative"
"4052","misbecome","negative"
"4053","misbecoming","negative"
"4054","misbegotten","negative"
"4055","misbehave","negative"
"4056","misbehavior","negative"
"4057","miscalculate","negative"
"4058","miscalculation","negative"
"4059","miscellaneous","negative"
"4060","mischief","negative"
"4061","mischievous","negative"
"4062","mischievously","negative"
"4063","misconception","negative"
"4064","misconceptions","negative"
"4065","miscreant","negative"
"4066","miscreants","negative"
"4067","misdirection","negative"
"4068","miser","negative"
"4069","miserable","negative"
"4070","miserableness","negative"
"4071","miserably","negative"
"4072","miseries","negative"
"4073","miserly","negative"
"4074","misery","negative"
"4075","misfit","negative"
"4076","misfortune","negative"
"4077","misgiving","negative"
"4078","misgivings","negative"
"4079","misguidance","negative"
"4080","misguide","negative"
"4081","misguided","negative"
"4082","mishandle","negative"
"4083","mishap","negative"
"4084","misinform","negative"
"4085","misinformed","negative"
"4086","misinterpret","negative"
"4087","misjudge","negative"
"4088","misjudgment","negative"
"4089","mislead","negative"
"4090","misleading","negative"
"4091","misleadingly","negative"
"4092","mislike","negative"
"4093","mismanage","negative"
"4094","mispronounce","negative"
"4095","mispronounced","negative"
"4096","mispronounces","negative"
"4097","misread","negative"
"4098","misreading","negative"
"4099","misrepresent","negative"
"4100","misrepresentation","negative"
"4101","miss","negative"
"4102","missed","negative"
"4103","misses","negative"
"4104","misstatement","negative"
"4105","mist","negative"
"4106","mistake","negative"
"4107","mistaken","negative"
"4108","mistakenly","negative"
"4109","mistakes","negative"
"4110","mistified","negative"
"4111","mistress","negative"
"4112","mistrust","negative"
"4113","mistrustful","negative"
"4114","mistrustfully","negative"
"4115","mists","negative"
"4116","misunderstand","negative"
"4117","misunderstanding","negative"
"4118","misunderstandings","negative"
"4119","misunderstood","negative"
"4120","misuse","negative"
"4121","moan","negative"
"4122","mobster","negative"
"4123","mock","negative"
"4124","mocked","negative"
"4125","mockeries","negative"
"4126","mockery","negative"
"4127","mocking","negative"
"4128","mockingly","negative"
"4129","mocks","negative"
"4130","modern","positive"
"4131","modest","positive"
"4132","modesty","positive"
"4133","molest","negative"
"4134","molestation","negative"
"4135","momentous","positive"
"4136","monotonous","negative"
"4137","monotony","negative"
"4138","monster","negative"
"4139","monstrosities","negative"
"4140","monstrosity","negative"
"4141","monstrous","negative"
"4142","monstrously","negative"
"4143","monumental","positive"
"4144","monumentally","positive"
"4145","moody","negative"
"4146","moot","negative"
"4147","mope","negative"
"4148","morality","positive"
"4149","morbid","negative"
"4150","morbidly","negative"
"4151","mordant","negative"
"4152","mordantly","negative"
"4153","moribund","negative"
"4154","moron","negative"
"4155","moronic","negative"
"4156","morons","negative"
"4157","mortification","negative"
"4158","mortified","negative"
"4159","mortify","negative"
"4160","mortifying","negative"
"4161","motionless","negative"
"4162","motivated","positive"
"4163","motley","negative"
"4164","mourn","negative"
"4165","mourner","negative"
"4166","mournful","negative"
"4167","mournfully","negative"
"4168","muddle","negative"
"4169","muddy","negative"
"4170","mudslinger","negative"
"4171","mudslinging","negative"
"4172","mulish","negative"
"4173","multi-polarization","negative"
"4174","multi-purpose","positive"
"4175","mundane","negative"
"4176","murder","negative"
"4177","murderer","negative"
"4178","murderous","negative"
"4179","murderously","negative"
"4180","murky","negative"
"4181","muscle-flexing","negative"
"4182","mushy","negative"
"4183","musty","negative"
"4184","mysterious","negative"
"4185","mysteriously","negative"
"4186","mystery","negative"
"4187","mystify","negative"
"4188","myth","negative"
"4189","nag","negative"
"4190","nagging","negative"
"4191","naive","negative"
"4192","naively","negative"
"4193","narrower","negative"
"4194","nastily","negative"
"4195","nastiness","negative"
"4196","nasty","negative"
"4197","naughty","negative"
"4198","nauseate","negative"
"4199","nauseates","negative"
"4200","nauseating","negative"
"4201","nauseatingly","negative"
"4202","navigable","positive"
"4203","neat","positive"
"4204","neatest","positive"
"4205","neatly","positive"
"4206","nebulous","negative"
"4207","nebulously","negative"
"4208","needless","negative"
"4209","needlessly","negative"
"4210","needy","negative"
"4211","nefarious","negative"
"4212","nefariously","negative"
"4213","negate","negative"
"4214","negation","negative"
"4215","negative","negative"
"4216","negatives","negative"
"4217","negativity","negative"
"4218","neglect","negative"
"4219","neglected","negative"
"4220","negligence","negative"
"4221","negligent","negative"
"4222","nemesis","negative"
"4223","nepotism","negative"
"4224","nervous","negative"
"4225","nervously","negative"
"4226","nervousness","negative"
"4227","nettle","negative"
"4228","nettlesome","negative"
"4229","neurotic","negative"
"4230","neurotically","negative"
"4231","nice","positive"
"4232","nicely","positive"
"4233","nicer","positive"
"4234","nicest","positive"
"4235","nifty","positive"
"4236","niggle","negative"
"4237","niggles","negative"
"4238","nightmare","negative"
"4239","nightmarish","negative"
"4240","nightmarishly","negative"
"4241","nimble","positive"
"4242","nitpick","negative"
"4243","nitpicking","negative"
"4244","noble","positive"
"4245","nobly","positive"
"4246","noise","negative"
"4247","noiseless","positive"
"4248","noises","negative"
"4249","noisier","negative"
"4250","noisy","negative"
"4251","non-confidence","negative"
"4252","non-violence","positive"
"4253","non-violent","positive"
"4254","nonexistent","negative"
"4255","nonresponsive","negative"
"4256","nonsense","negative"
"4257","nosey","negative"
"4258","notably","positive"
"4259","noteworthy","positive"
"4260","notoriety","negative"
"4261","notorious","negative"
"4262","notoriously","negative"
"4263","nourish","positive"
"4264","nourishing","positive"
"4265","nourishment","positive"
"4266","novelty","positive"
"4267","noxious","negative"
"4268","nuisance","negative"
"4269","numb","negative"
"4270","nurturing","positive"
"4271","oasis","positive"
"4272","obese","negative"
"4273","object","negative"
"4274","objection","negative"
"4275","objectionable","negative"
"4276","objections","negative"
"4277","oblique","negative"
"4278","obliterate","negative"
"4279","obliterated","negative"
"4280","oblivious","negative"
"4281","obnoxious","negative"
"4282","obnoxiously","negative"
"4283","obscene","negative"
"4284","obscenely","negative"
"4285","obscenity","negative"
"4286","obscure","negative"
"4287","obscured","negative"
"4288","obscures","negative"
"4289","obscurity","negative"
"4290","obsess","negative"
"4291","obsession","positive"
"4292","obsessions","positive"
"4293","obsessive","negative"
"4294","obsessively","negative"
"4295","obsessiveness","negative"
"4296","obsolete","negative"
"4297","obstacle","negative"
"4298","obstinate","negative"
"4299","obstinately","negative"
"4300","obstruct","negative"
"4301","obstructed","negative"
"4302","obstructing","negative"
"4303","obstruction","negative"
"4304","obstructs","negative"
"4305","obtainable","positive"
"4306","obtrusive","negative"
"4307","obtuse","negative"
"4308","occlude","negative"
"4309","occluded","negative"
"4310","occludes","negative"
"4311","occluding","negative"
"4312","odd","negative"
"4313","odder","negative"
"4314","oddest","negative"
"4315","oddities","negative"
"4316","oddity","negative"
"4317","oddly","negative"
"4318","odor","negative"
"4319","offence","negative"
"4320","offend","negative"
"4321","offender","negative"
"4322","offending","negative"
"4323","offenses","negative"
"4324","offensive","negative"
"4325","offensively","negative"
"4326","offensiveness","negative"
"4327","officious","negative"
"4328","ominous","negative"
"4329","ominously","negative"
"4330","omission","negative"
"4331","omit","negative"
"4332","one-sided","negative"
"4333","onerous","negative"
"4334","onerously","negative"
"4335","onslaught","negative"
"4336","openly","positive"
"4337","openness","positive"
"4338","opinionated","negative"
"4339","opponent","negative"
"4340","opportunistic","negative"
"4341","oppose","negative"
"4342","opposition","negative"
"4343","oppositions","negative"
"4344","oppress","negative"
"4345","oppression","negative"
"4346","oppressive","negative"
"4347","oppressively","negative"
"4348","oppressiveness","negative"
"4349","oppressors","negative"
"4350","optimal","positive"
"4351","optimism","positive"
"4352","optimistic","positive"
"4353","opulent","positive"
"4354","ordeal","negative"
"4355","orderly","positive"
"4356","originality","positive"
"4357","orphan","negative"
"4358","ostracize","negative"
"4359","outbreak","negative"
"4360","outburst","negative"
"4361","outbursts","negative"
"4362","outcast","negative"
"4363","outcry","negative"
"4364","outdo","positive"
"4365","outdone","positive"
"4366","outlaw","negative"
"4367","outmoded","negative"
"4368","outperform","positive"
"4369","outperformed","positive"
"4370","outperforming","positive"
"4371","outperforms","positive"
"4372","outrage","negative"
"4373","outraged","negative"
"4374","outrageous","negative"
"4375","outrageously","negative"
"4376","outrageousness","negative"
"4377","outrages","negative"
"4378","outshine","positive"
"4379","outshone","positive"
"4380","outsider","negative"
"4381","outsmart","positive"
"4382","outstanding","positive"
"4383","outstandingly","positive"
"4384","outstrip","positive"
"4385","outwit","positive"
"4386","ovation","positive"
"4387","over-acted","negative"
"4388","over-awe","negative"
"4389","over-balanced","negative"
"4390","over-hyped","negative"
"4391","over-priced","negative"
"4392","over-valuation","negative"
"4393","overact","negative"
"4394","overacted","negative"
"4395","overawe","negative"
"4396","overbalance","negative"
"4397","overbalanced","negative"
"4398","overbearing","negative"
"4399","overbearingly","negative"
"4400","overblown","negative"
"4401","overdo","negative"
"4402","overdone","negative"
"4403","overdue","negative"
"4404","overemphasize","negative"
"4405","overheat","negative"
"4406","overjoyed","positive"
"4407","overkill","negative"
"4408","overloaded","negative"
"4409","overlook","negative"
"4410","overpaid","negative"
"4411","overpayed","negative"
"4412","overplay","negative"
"4413","overpower","negative"
"4414","overpriced","negative"
"4415","overrated","negative"
"4416","overreach","negative"
"4417","overrun","negative"
"4418","overshadow","negative"
"4419","oversight","negative"
"4420","oversights","negative"
"4421","oversimplification","negative"
"4422","oversimplified","negative"
"4423","oversimplify","negative"
"4424","oversize","negative"
"4425","overstate","negative"
"4426","overstated","negative"
"4427","overstatement","negative"
"4428","overstatements","negative"
"4429","overstates","negative"
"4430","overtake","positive"
"4431","overtaken","positive"
"4432","overtakes","positive"
"4433","overtaking","positive"
"4434","overtaxed","negative"
"4435","overthrow","negative"
"4436","overthrows","negative"
"4437","overtook","positive"
"4438","overture","positive"
"4439","overturn","negative"
"4440","overweight","negative"
"4441","overwhelm","negative"
"4442","overwhelmed","negative"
"4443","overwhelming","negative"
"4444","overwhelmingly","negative"
"4445","overwhelms","negative"
"4446","overzealous","negative"
"4447","overzealously","negative"
"4448","overzelous","negative"
"4449","pain","negative"
"4450","pain-free","positive"
"4451","painful","negative"
"4452","painfull","negative"
"4453","painfully","negative"
"4454","painless","positive"
"4455","painlessly","positive"
"4456","pains","negative"
"4457","palatial","positive"
"4458","pale","negative"
"4459","pales","negative"
"4460","paltry","negative"
"4461","pamper","positive"
"4462","pampered","positive"
"4463","pamperedly","positive"
"4464","pamperedness","positive"
"4465","pampers","positive"
"4466","pan","negative"
"4467","pandemonium","negative"
"4468","pander","negative"
"4469","pandering","negative"
"4470","panders","negative"
"4471","panic","negative"
"4472","panick","negative"
"4473","panicked","negative"
"4474","panicking","negative"
"4475","panicky","negative"
"4476","panoramic","positive"
"4477","paradise","positive"
"4478","paradoxical","negative"
"4479","paradoxically","negative"
"4480","paralize","negative"
"4481","paralyzed","negative"
"4482","paramount","positive"
"4483","paranoia","negative"
"4484","paranoid","negative"
"4485","parasite","negative"
"4486","pardon","positive"
"4487","pariah","negative"
"4488","parody","negative"
"4489","partiality","negative"
"4490","partisan","negative"
"4491","partisans","negative"
"4492","passe","negative"
"4493","passion","positive"
"4494","passionate","positive"
