"","word","sentiment"
"1736","disses","negative"
"1737","dissidence","negative"
"1738","dissident","negative"
"1739","dissidents","negative"
"1740","dissing","negative"
"1741","dissocial","negative"
"1742","dissolute","negative"
"1743","dissolution","negative"
"1744","dissonance","negative"
"1745","dissonant","negative"
"1746","dissonantly","negative"
"1747","dissuade","negative"
"1748","dissuasive","negative"
"1749","distains","negative"
"1750","distaste","negative"
"1751","distasteful","negative"
"1752","distastefully","negative"
"1753","distinction","positive"
"1754","distinctive","positive"
"1755","distinguished","positive"
"1756","distort","negative"
"1757","distorted","negative"
"1758","distortion","negative"
"1759","distorts","negative"
"1760","distract","negative"
"1761","distracting","negative"
"1762","distraction","negative"
"1763","distraught","negative"
"1764","distraughtly","negative"
"1765","distraughtness","negative"
"1766","distress","negative"
"1767","distressed","negative"
"1768","distressing","negative"
"1769","distressingly","negative"
"1770","distrust","negative"
"1771","distrustful","negative"
"1772","distrusting","negative"
"1773","disturb","negative"
"1774","disturbance","negative"
"1775","disturbed","negative"
"1776","disturbing","negative"
"1777","disturbingly","negative"
"1778","disunity","negative"
"1779","disvalue","negative"
"1780","divergent","negative"
"1781","diversified","positive"
"1782","divine","positive"
"1783","divinely","positive"
"1784","divisive","negative"
"1785","divisively","negative"
"1786","divisiveness","negative"
"1787","dizzing","negative"
"1788","dizzingly","negative"
"1789","dizzy","negative"
"1790","doddering","negative"
"1791","dodgey","negative"
"1792","dogged","negative"
"1793","doggedly","negative"
"1794","dogmatic","negative"
"1795","doldrums","negative"
"1796","dominate","positive"
"1797","dominated","positive"
"1798","dominates","positive"
"1799","domineer","negative"
"1800","domineering","negative"
"1801","donside","negative"
"1802","doom","negative"
"1803","doomed","negative"
"1804","doomsday","negative"
"1805","dope","negative"
"1806","dote","positive"
"1807","dotingly","positive"
"1808","doubt","negative"
"1809","doubtful","negative"
"1810","doubtfully","negative"
"1811","doubtless","positive"
"1812","doubts","negative"
"1813","douchbag","negative"
"1814","douchebag","negative"
"1815","douchebags","negative"
"1816","downbeat","negative"
"1817","downcast","negative"
"1818","downer","negative"
"1819","downfall","negative"
"1820","downfallen","negative"
"1821","downgrade","negative"
"1822","downhearted","negative"
"1823","downheartedly","negative"
"1824","downhill","negative"
"1825","downside","negative"
"1826","downsides","negative"
"1827","downturn","negative"
"1828","downturns","negative"
"1829","drab","negative"
"1830","draconian","negative"
"1831","draconic","negative"
"1832","drag","negative"
"1833","dragged","negative"
"1834","dragging","negative"
"1835","dragoon","negative"
"1836","drags","negative"
"1837","drain","negative"
"1838","drained","negative"
"1839","draining","negative"
"1840","drains","negative"
"1841","drastic","negative"
"1842","drastically","negative"
"1843","drawback","negative"
"1844","drawbacks","negative"
"1845","dread","negative"
"1846","dreadful","negative"
"1847","dreadfully","negative"
"1848","dreadfulness","negative"
"1849","dreamland","positive"
"1850","dreary","negative"
"1851","dripped","negative"
"1852","dripping","negative"
"1853","drippy","negative"
"1854","drips","negative"
"1855","drones","negative"
"1856","droop","negative"
"1857","droops","negative"
"1858","drop-out","negative"
"1859","drop-outs","negative"
"1860","dropout","negative"
"1861","dropouts","negative"
"1862","drought","negative"
"1863","drowning","negative"
"1864","drunk","negative"
"1865","drunkard","negative"
"1866","drunken","negative"
"1867","dubious","negative"
"1868","dubiously","negative"
"1869","dubitable","negative"
"1870","dud","negative"
"1871","dull","negative"
"1872","dullard","negative"
"1873","dumb","negative"
"1874","dumbfound","negative"
"1875","dumbfounded","positive"
"1876","dumbfounding","positive"
"1877","dummy-proof","positive"
"1878","dump","negative"
"1879","dumped","negative"
"1880","dumping","negative"
"1881","dumps","negative"
"1882","dunce","negative"
"1883","dungeon","negative"
"1884","dungeons","negative"
"1885","dupe","negative"
"1886","durable","positive"
"1887","dust","negative"
"1888","dusty","negative"
"1889","dwindling","negative"
"1890","dying","negative"
"1891","dynamic","positive"
"1892","eager","positive"
"1893","eagerly","positive"
"1894","eagerness","positive"
"1895","earnest","positive"
"1896","earnestly","positive"
"1897","earnestness","positive"
"1898","earsplitting","negative"
"1899","ease","positive"
"1900","eased","positive"
"1901","eases","positive"
"1902","easier","positive"
"1903","easiest","positive"
"1904","easiness","positive"
"1905","easing","positive"
"1906","easy","positive"
"1907","easy-to-use","positive"
"1908","easygoing","positive"
"1909","ebullience","positive"
"1910","ebullient","positive"
"1911","ebulliently","positive"
"1912","eccentric","negative"
"1913","eccentricity","negative"
"1914","ecenomical","positive"
"1915","economical","positive"
"1916","ecstasies","positive"
"1917","ecstasy","positive"
"1918","ecstatic","positive"
"1919","ecstatically","positive"
"1920","edify","positive"
"1921","educated","positive"
"1922","effective","positive"
"1923","effectively","positive"
"1924","effectiveness","positive"
"1925","effectual","positive"
"1926","efficacious","positive"
"1927","efficient","positive"
"1928","efficiently","positive"
"1929","effigy","negative"
"1930","effortless","positive"
"1931","effortlessly","positive"
"1932","effrontery","negative"
"1933","effusion","positive"
"1934","effusive","positive"
"1935","effusively","positive"
"1936","effusiveness","positive"
"1937","egocentric","negative"
"1938","egomania","negative"
"1939","egotism","negative"
"1940","egotistical","negative"
"1941","egotistically","negative"
"1942","egregious","negative"
"1943","egregiously","negative"
"1944","elan","positive"
"1945","elate","positive"
"1946","elated","positive"
"1947","elatedly","positive"
"1948","elation","positive"
"1949","election-rigger","negative"
"1950","electrify","positive"
"1951","elegance","positive"
"1952","elegant","positive"
"1953","elegantly","positive"
"1954","elevate","positive"
"1955","elimination","negative"
"1956","elite","positive"
"1957","eloquence","positive"
"1958","eloquent","positive"
"1959","eloquently","positive"
"1960","emaciated","negative"
"1961","emasculate","negative"
"1962","embarrass","negative"
"1963","embarrassing","negative"
"1964","embarrassingly","negative"
"1965","embarrassment","negative"
"1966","embattled","negative"
"1967","embolden","positive"
"1968","embroil","negative"
"1969","embroiled","negative"
"1970","embroilment","negative"
"1971","emergency","negative"
"1972","eminence","positive"
"1973","eminent","positive"
"1974","empathize","positive"
"1975","empathy","positive"
"1976","emphatic","negative"
"1977","emphatically","negative"
"1978","empower","positive"
"1979","empowerment","positive"
"1980","emptiness","negative"
"1981","enchant","positive"
"1982","enchanted","positive"
"1983","enchanting","positive"
"1984","enchantingly","positive"
"1985","encourage","positive"
"1986","encouragement","positive"
"1987","encouraging","positive"
"1988","encouragingly","positive"
"1989","encroach","negative"
"1990","encroachment","negative"
"1991","endanger","negative"
"1992","endear","positive"
"1993","endearing","positive"
"1994","endorse","positive"
"1995","endorsed","positive"
"1996","endorsement","positive"
"1997","endorses","positive"
"1998","endorsing","positive"
"1999","enemies","negative"
"2000","enemy","negative"
"2001","energetic","positive"
"2002","energize","positive"
"2003","energy-efficient","positive"
"2004","energy-saving","positive"
"2005","enervate","negative"
"2006","enfeeble","negative"
"2007","enflame","negative"
"2008","engaging","positive"
"2009","engrossing","positive"
"2010","engulf","negative"
"2011","enhance","positive"
"2012","enhanced","positive"
"2013","enhancement","positive"
"2014","enhances","positive"
"2015","enjoin","negative"
"2016","enjoy","positive"
"2017","enjoyable","positive"
"2018","enjoyably","positive"
"2019","enjoyed","positive"
"2020","enjoying","positive"
"2021","enjoyment","positive"
"2022","enjoys","positive"
"2023","enlighten","positive"
"2024","enlightenment","positive"
"2025","enliven","positive"
"2026","enmity","negative"
"2027","ennoble","positive"
"2028","enough","positive"
"2029","enrage","negative"
"2030","enraged","negative"
"2031","enraging","negative"
"2032","enrapt","positive"
"2033","enrapture","positive"
"2034","enraptured","positive"
"2035","enrich","positive"
"2036","enrichment","positive"
"2037","enslave","negative"
"2038","entangle","negative"
"2039","entanglement","negative"
"2040","enterprising","positive"
"2041","entertain","positive"
"2042","entertaining","positive"
"2043","entertains","positive"
"2044","enthral","positive"
"2045","enthrall","positive"
"2046","enthralled","positive"
"2047","enthuse","positive"
"2048","enthusiasm","positive"
"2049","enthusiast","positive"
"2050","enthusiastic","positive"
"2051","enthusiastically","positive"
"2052","entice","positive"
"2053","enticed","positive"
"2054","enticing","positive"
"2055","enticingly","positive"
"2056","entranced","positive"
"2057","entrancing","positive"
"2058","entrap","negative"
"2059","entrapment","negative"
"2060","entrust","positive"
"2061","enviable","positive"
"2062","enviably","positive"
"2063","envious","positive"
"2064","envious","negative"
"2065","enviously","positive"
"2066","enviously","negative"
"2067","enviousness","positive"
"2068","enviousness","negative"
"2069","envy","positive"
"2070","epidemic","negative"
"2071","equitable","positive"
"2072","equivocal","negative"
"2073","erase","negative"
"2074","ergonomical","positive"
"2075","erode","negative"
"2076","erodes","negative"
"2077","erosion","negative"
"2078","err","negative"
"2079","err-free","positive"
"2080","errant","negative"
"2081","erratic","negative"
"2082","erratically","negative"
"2083","erroneous","negative"
"2084","erroneously","negative"
"2085","error","negative"
"2086","errors","negative"
"2087","erudite","positive"
"2088","eruptions","negative"
"2089","escapade","negative"
"2090","eschew","negative"
"2091","estranged","negative"
"2092","ethical","positive"
"2093","eulogize","positive"
"2094","euphoria","positive"
"2095","euphoric","positive"
"2096","euphorically","positive"
"2097","evade","negative"
"2098","evaluative","positive"
"2099","evasion","negative"
"2100","evasive","negative"
"2101","evenly","positive"
"2102","eventful","positive"
"2103","everlasting","positive"
"2104","evil","negative"
"2105","evildoer","negative"
"2106","evils","negative"
"2107","eviscerate","negative"
"2108","evocative","positive"
"2109","exacerbate","negative"
"2110","exagerate","negative"
"2111","exagerated","negative"
"2112","exagerates","negative"
"2113","exaggerate","negative"
"2114","exaggeration","negative"
"2115","exalt","positive"
"2116","exaltation","positive"
"2117","exalted","positive"
"2118","exaltedly","positive"
"2119","exalting","positive"
"2120","exaltingly","positive"
"2121","examplar","positive"
"2122","examplary","positive"
"2123","exasperate","negative"
"2124","exasperated","negative"
"2125","exasperating","negative"
"2126","exasperatingly","negative"
"2127","exasperation","negative"
"2128","excallent","positive"
"2129","exceed","positive"
"2130","exceeded","positive"
"2131","exceeding","positive"
"2132","exceedingly","positive"
"2133","exceeds","positive"
"2134","excel","positive"
"2135","exceled","positive"
"2136","excelent","positive"
"2137","excellant","positive"
"2138","excelled","positive"
"2139","excellence","positive"
"2140","excellency","positive"
"2141","excellent","positive"
"2142","excellently","positive"
"2143","excels","positive"
"2144","exceptional","positive"
"2145","exceptionally","positive"
"2146","excessive","negative"
"2147","excessively","negative"
"2148","excite","positive"
"2149","excited","positive"
"2150","excitedly","positive"
"2151","excitedness","positive"
"2152","excitement","positive"
"2153","excites","positive"
"2154","exciting","positive"
"2155","excitingly","positive"
"2156","exclusion","negative"
"2157","excoriate","negative"
"2158","excruciating","negative"
"2159","excruciatingly","negative"
"2160","excuse","negative"
"2161","excuses","negative"
"2162","execrate","negative"
"2163","exellent","positive"
"2164","exemplar","positive"
"2165","exemplary","positive"
"2166","exhaust","negative"
"2167","exhausted","negative"
"2168","exhaustion","negative"
"2169","exhausts","negative"
"2170","exhilarate","positive"
"2171","exhilarating","positive"
"2172","exhilaratingly","positive"
"2173","exhilaration","positive"
"2174","exhorbitant","negative"
"2175","exhort","negative"
"2176","exile","negative"
"2177","exonerate","positive"
"2178","exorbitant","negative"
"2179","exorbitantance","negative"
"2180","exorbitantly","negative"
"2181","expansive","positive"
"2182","expeditiously","positive"
"2183","expel","negative"
"2184","expensive","negative"
"2185","expertly","positive"
"2186","expire","negative"
"2187","expired","negative"
"2188","explode","negative"
"2189","exploit","negative"
"2190","exploitation","negative"
"2191","explosive","negative"
"2192","expropriate","negative"
"2193","expropriation","negative"
"2194","expulse","negative"
"2195","expunge","negative"
"2196","exquisite","positive"
"2197","exquisitely","positive"
"2198","exterminate","negative"
"2199","extermination","negative"
"2200","extinguish","negative"
"2201","extol","positive"
"2202","extoll","positive"
"2203","extort","negative"
"2204","extortion","negative"
"2205","extraneous","negative"
"2206","extraordinarily","positive"
"2207","extraordinary","positive"
"2208","extravagance","negative"
"2209","extravagant","negative"
"2210","extravagantly","negative"
"2211","extremism","negative"
"2212","extremist","negative"
"2213","extremists","negative"
"2214","exuberance","positive"
"2215","exuberant","positive"
"2216","exuberantly","positive"
"2217","exult","positive"
"2218","exultant","positive"
"2219","exultation","positive"
"2220","exultingly","positive"
"2221","eye-catch","positive"
"2222","eye-catching","positive"
"2223","eyecatch","positive"
"2224","eyecatching","positive"
"2225","eyesore","negative"
"2226","f**k","negative"
"2227","fabricate","negative"
"2228","fabrication","negative"
"2229","fabulous","positive"
"2230","fabulously","positive"
"2231","facetious","negative"
"2232","facetiously","negative"
"2233","facilitate","positive"
"2234","fail","negative"
"2235","failed","negative"
"2236","failing","negative"
"2237","fails","negative"
"2238","failure","negative"
"2239","failures","negative"
"2240","faint","negative"
"2241","fainthearted","negative"
"2242","fair","positive"
"2243","fairly","positive"
"2244","fairness","positive"
"2245","faith","positive"
"2246","faithful","positive"
"2247","faithfully","positive"
"2248","faithfulness","positive"
"2249","faithless","negative"
"2250","fake","negative"
"2251","fall","negative"
"2252","fallacies","negative"
"2253","fallacious","negative"
"2254","fallaciously","negative"
"2255","fallaciousness","negative"
"2256","fallacy","negative"
"2257","fallen","negative"
"2258","falling","negative"
"2259","fallout","negative"
"2260","falls","negative"
"2261","false","negative"
"2262","falsehood","negative"
"2263","falsely","negative"
"2264","falsify","negative"
"2265","falter","negative"
"2266","faltered","negative"
"2267","fame","positive"
"2268","famed","positive"
"2269","famine","negative"
"2270","famished","negative"
"2271","famous","positive"
"2272","famously","positive"
"2273","fanatic","negative"
"2274","fanatical","negative"
"2275","fanatically","negative"
"2276","fanaticism","negative"
"2277","fanatics","negative"
"2278","fancier","positive"
"2279","fanciful","negative"
"2280","fancinating","positive"
"2281","fancy","positive"
"2282","fanfare","positive"
"2283","fans","positive"
"2284","fantastic","positive"
"2285","fantastically","positive"
"2286","far-fetched","negative"
"2287","farce","negative"
"2288","farcical","negative"
"2289","farcical-yet-provocative","negative"
"2290","farcically","negative"
"2291","farfetched","negative"
"2292","fascinate","positive"
"2293","fascinating","positive"
"2294","fascinatingly","positive"
"2295","fascination","positive"
"2296","fascism","negative"
"2297","fascist","negative"
"2298","fashionable","positive"
"2299","fashionably","positive"
"2300","fast","positive"
"2301","fast-growing","positive"
"2302","fast-paced","positive"
"2303","faster","positive"
"2304","fastest","positive"
"2305","fastest-growing","positive"
"2306","fastidious","negative"
"2307","fastidiously","negative"
"2308","fastuous","negative"
"2309","fat","negative"
"2310","fat-cat","negative"
"2311","fat-cats","negative"
"2312","fatal","negative"
"2313","fatalistic","negative"
"2314","fatalistically","negative"
"2315","fatally","negative"
"2316","fatcat","negative"
"2317","fatcats","negative"
"2318","fateful","negative"
"2319","fatefully","negative"
"2320","fathomless","negative"
"2321","fatigue","negative"
"2322","fatigued","negative"
"2323","fatique","negative"
"2324","fatty","negative"
"2325","fatuity","negative"
"2326","fatuous","negative"
"2327","fatuously","negative"
"2328","fault","negative"
"2329","faultless","positive"
"2330","faults","negative"
"2331","faulty","negative"
"2332","fav","positive"
"2333","fave","positive"
"2334","favor","positive"
"2335","favorable","positive"
"2336","favored","positive"
"2337","favorite","positive"
"2338","favorited","positive"
"2339","favour","positive"
"2340","fawningly","negative"
"2341","faze","negative"
"2342","fear","negative"
"2343","fearful","negative"
"2344","fearfully","negative"
"2345","fearless","positive"
"2346","fearlessly","positive"
"2347","fears","negative"
"2348","fearsome","negative"
"2349","feasible","positive"
"2350","feasibly","positive"
"2351","feat","positive"
"2352","feature-rich","positive"
"2353","fecilitous","positive"
"2354","feckless","negative"
"2355","feeble","negative"
"2356","feeblely","negative"
"2357","feebleminded","negative"
"2358","feign","negative"
"2359","feint","negative"
"2360","feisty","positive"
"2361","felicitate","positive"
"2362","felicitous","positive"
"2363","felicity","positive"
"2364","fell","negative"
"2365","felon","negative"
"2366","felonious","negative"
"2367","ferociously","negative"
"2368","ferocity","negative"
"2369","fertile","positive"
"2370","fervent","positive"
"2371","fervently","positive"
"2372","fervid","positive"
"2373","fervidly","positive"
"2374","fervor","positive"
"2375","festive","positive"
"2376","fetid","negative"
"2377","fever","negative"
"2378","feverish","negative"
"2379","fevers","negative"
"2380","fiasco","negative"
"2381","fib","negative"
"2382","fibber","negative"
"2383","fickle","negative"
"2384","fiction","negative"
"2385","fictional","negative"
"2386","fictitious","negative"
"2387","fidelity","positive"
"2388","fidget","negative"
"2389","fidgety","negative"
"2390","fiend","negative"
"2391","fiendish","negative"
"2392","fierce","negative"
"2393","fiery","positive"
"2394","figurehead","negative"
"2395","filth","negative"
"2396","filthy","negative"
"2397","finagle","negative"
"2398","fine","positive"
"2399","fine-looking","positive"
"2400","finely","positive"
"2401","finer","positive"
"2402","finest","positive"
"2403","finicky","negative"
"2404","firmer","positive"
"2405","first-class","positive"
"2406","first-in-class","positive"
"2407","first-rate","positive"
"2408","fissures","negative"
"2409","fist","negative"
"2410","flabbergast","negative"
"2411","flabbergasted","negative"
"2412","flagging","negative"
"2413","flagrant","negative"
"2414","flagrantly","negative"
"2415","flair","negative"
"2416","flairs","negative"
"2417","flak","negative"
"2418","flake","negative"
"2419","flakey","negative"
"2420","flakieness","negative"
"2421","flaking","negative"
"2422","flaky","negative"
"2423","flare","negative"
"2424","flares","negative"
"2425","flareup","negative"
"2426","flareups","negative"
"2427","flashy","positive"
"2428","flat-out","negative"
"2429","flatter","positive"
"2430","flattering","positive"
"2431","flatteringly","positive"
"2432","flaunt","negative"
"2433","flaw","negative"
"2434","flawed","negative"
"2435","flawless","positive"
"2436","flawlessly","positive"
"2437","flaws","negative"
"2438","flee","negative"
"2439","fleed","negative"
"2440","fleeing","negative"
"2441","fleer","negative"
"2442","flees","negative"
"2443","fleeting","negative"
"2444","flexibility","positive"
"2445","flexible","positive"
"2446","flicering","negative"
"2447","flicker","negative"
"2448","flickering","negative"
"2449","flickers","negative"
"2450","flighty","negative"
"2451","flimflam","negative"
"2452","flimsy","negative"
"2453","flirt","negative"
"2454","flirty","negative"
"2455","floored","negative"
"2456","flounder","negative"
"2457","floundering","negative"
"2458","flourish","positive"
"2459","flourishing","positive"
"2460","flout","negative"
"2461","fluent","positive"
"2462","fluster","negative"
"2463","flutter","positive"
"2464","foe","negative"
"2465","fond","positive"
"2466","fondly","positive"
"2467","fondness","positive"
"2468","fool","negative"
"2469","fooled","negative"
"2470","foolhardy","negative"
"2471","foolish","negative"
"2472","foolishly","negative"
"2473","foolishness","negative"
"2474","foolproof","positive"
"2475","forbid","negative"
"2476","forbidden","negative"
"2477","forbidding","negative"
"2478","forceful","negative"
"2479","foreboding","negative"
"2480","forebodingly","negative"
"2481","foremost","positive"
"2482","foresight","positive"
"2483","forfeit","negative"
"2484","forged","negative"
"2485","forgetful","negative"
"2486","forgetfully","negative"
"2487","forgetfulness","negative"
"2488","forlorn","negative"
"2489","forlornly","negative"
"2490","formidable","positive"
"2491","forsake","negative"
"2492","forsaken","negative"
"2493","forswear","negative"
"2494","fortitude","positive"
"2495","fortuitous","positive"
"2496","fortuitously","positive"
"2497","fortunate","positive"
"2498","fortunately","positive"
"2499","fortune","positive"
"2500","foul","negative"
"2501","foully","negative"
"2502","foulness","negative"
"2503","fractious","negative"
"2504","fractiously","negative"
"2505","fracture","negative"
"2506","fragile","negative"
"2507","fragmented","negative"
"2508","fragrant","positive"
"2509","frail","negative"
"2510","frantic","negative"
"2511","frantically","negative"
"2512","franticly","negative"
"2513","fraud","negative"
"2514","fraudulent","negative"
"2515","fraught","negative"
"2516","frazzle","negative"
"2517","frazzled","negative"
"2518","freak","negative"
"2519","freaking","negative"
"2520","freakish","negative"
"2521","freakishly","negative"
"2522","freaks","negative"
"2523","free","positive"
"2524","freed","positive"
"2525","freedom","positive"
"2526","freedoms","positive"
"2527","freeze","negative"
"2528","freezes","negative"
"2529","freezing","negative"
"2530","frenetic","negative"
"2531","frenetically","negative"
"2532","frenzied","negative"
"2533","frenzy","negative"
"2534","fresh","positive"
"2535","fresher","positive"
"2536","freshest","positive"
"2537","fret","negative"
"2538","fretful","negative"
"2539","frets","negative"
"2540","friction","negative"
"2541","frictions","negative"
"2542","fried","negative"
"2543","friendliness","positive"
"2544","friendly","positive"
"2545","friggin","negative"
"2546","frigging","negative"
"2547","fright","negative"
"2548","frighten","negative"
"2549","frightening","negative"
"2550","frighteningly","negative"
"2551","frightful","negative"
"2552","frightfully","negative"
"2553","frigid","negative"
"2554","frolic","positive"
"2555","frost","negative"
"2556","frown","negative"
"2557","froze","negative"
"2558","frozen","negative"
"2559","frugal","positive"
"2560","fruitful","positive"
"2561","fruitless","negative"
"2562","fruitlessly","negative"
"2563","frustrate","negative"
"2564","frustrated","negative"
"2565","frustrates","negative"
"2566","frustrating","negative"
"2567","frustratingly","negative"
"2568","frustration","negative"
"2569","frustrations","negative"
"2570","ftw","positive"
"2571","fuck","negative"
"2572","fucking","negative"
"2573","fudge","negative"
"2574","fugitive","negative"
"2575","fulfillment","positive"
"2576","full-blown","negative"
"2577","fulminate","negative"
"2578","fumble","negative"
"2579","fume","negative"
"2580","fumes","negative"
"2581","fun","positive"
"2582","fundamentalism","negative"
"2583","funky","negative"
"2584","funnily","negative"
"2585","funny","negative"
"2586","furious","negative"
"2587","furiously","negative"
"2588","furor","negative"
"2589","fury","negative"
"2590","fuss","negative"
"2591","fussy","negative"
"2592","fustigate","negative"
"2593","fusty","negative"
"2594","futile","negative"
"2595","futilely","negative"
"2596","futility","negative"
"2597","futurestic","positive"
"2598","futuristic","positive"
"2599","fuzzy","negative"
"2600","gabble","negative"
"2601","gaff","negative"
"2602","gaffe","negative"
"2603","gaiety","positive"
"2604","gaily","positive"
"2605","gain","positive"
"2606","gained","positive"
"2607","gainful","positive"
"2608","gainfully","positive"
"2609","gaining","positive"
"2610","gains","positive"
"2611","gainsay","negative"
"2612","gainsayer","negative"
"2613","gall","negative"
"2614","gallant","positive"
"2615","gallantly","positive"
"2616","galling","negative"
"2617","gallingly","negative"
"2618","galls","negative"
"2619","galore","positive"
"2620","gangster","negative"
"2621","gape","negative"
"2622","garbage","negative"
"2623","garish","negative"
"2624","gasp","negative"
"2625","gauche","negative"
"2626","gaudy","negative"
"2627","gawk","negative"
"2628","gawky","negative"
"2629","geekier","positive"
"2630","geeky","positive"
"2631","geezer","negative"
"2632","gem","positive"
"2633","gems","positive"
"2634","generosity","positive"
"2635","generous","positive"
"2636","generously","positive"
"2637","genial","positive"
"2638","genius","positive"
"2639","genocide","negative"
"2640","gentle","positive"
"2641","gentlest","positive"
"2642","genuine","positive"
"2643","get-rich","negative"
"2644","ghastly","negative"
"2645","ghetto","negative"
"2646","ghosting","negative"
"2647","gibber","negative"
"2648","gibberish","negative"
"2649","gibe","negative"
"2650","giddy","negative"
"2651","gifted","positive"
"2652","gimmick","negative"
"2653","gimmicked","negative"
"2654","gimmicking","negative"
"2655","gimmicks","negative"
"2656","gimmicky","negative"
"2657","glad","positive"
"2658","gladden","positive"
"2659","gladly","positive"
"2660","gladness","positive"
"2661","glamorous","positive"
"2662","glare","negative"
"2663","glaringly","negative"
"2664","glee","positive"
"2665","gleeful","positive"
"2666","gleefully","positive"
"2667","glib","negative"
"2668","glibly","negative"
"2669","glimmer","positive"
"2670","glimmering","positive"
"2671","glisten","positive"
"2672","glistening","positive"
"2673","glitch","negative"
"2674","glitches","negative"
"2675","glitter","positive"
"2676","glitz","positive"
"2677","gloatingly","negative"
"2678","gloom","negative"
"2679","gloomy","negative"
"2680","glorify","positive"
"2681","glorious","positive"
"2682","gloriously","positive"
"2683","glory","positive"
"2684","glow","positive"
"2685","glower","negative"
"2686","glowing","positive"
"2687","glowingly","positive"
"2688","glum","negative"
"2689","glut","negative"
"2690","gnawing","negative"
"2691","goad","negative"
"2692","goading","negative"
"2693","god-awful","negative"
"2694","god-given","positive"
"2695","god-send","positive"
"2696","godlike","positive"
"2697","godsend","positive"
"2698","gold","positive"
"2699","golden","positive"
"2700","good","positive"
"2701","goodly","positive"
"2702","goodness","positive"
"2703","goodwill","positive"
"2704","goof","negative"
"2705","goofy","negative"
"2706","goon","negative"
"2707","goood","positive"
"2708","gooood","positive"
"2709","gorgeous","positive"
"2710","gorgeously","positive"
"2711","gossip","negative"
"2712","grace","positive"
"2713","graceful","positive"
"2714","gracefully","positive"
"2715","graceless","negative"
"2716","gracelessly","negative"
"2717","gracious","positive"
"2718","graciously","positive"
"2719","graciousness","positive"
"2720","graft","negative"
"2721","grainy","negative"
"2722","grand","positive"
"2723","grandeur","positive"
"2724","grapple","negative"
"2725","grate","negative"
"2726","grateful","positive"
"2727","gratefully","positive"
"2728","gratification","positive"
"2729","gratified","positive"
"2730","gratifies","positive"
"2731","gratify","positive"
"2732","gratifying","positive"
"2733","gratifyingly","positive"
"2734","grating","negative"
"2735","gratitude","positive"
"2736","gravely","negative"
"2737","greasy","negative"
"2738","great","positive"
"2739","greatest","positive"
"2740","greatness","positive"
"2741","greed","negative"
"2742","greedy","negative"
"2743","grief","negative"
"2744","grievance","negative"
"2745","grievances","negative"
"2746","grieve","negative"
"2747","grieving","negative"
"2748","grievous","negative"
"2749","grievously","negative"
"2750","grim","negative"
"2751","grimace","negative"
"2752","grin","positive"
"2753","grind","negative"
"2754","gripe","negative"
"2755","gripes","negative"
"2756","grisly","negative"
"2757","gritty","negative"
"2758","gross","negative"
"2759","grossly","negative"
"2760","grotesque","negative"
"2761","grouch","negative"
"2762","grouchy","negative"
"2763","groundbreaking","positive"
"2764","groundless","negative"
"2765","grouse","negative"
"2766","growl","negative"
"2767","grudge","negative"
"2768","grudges","negative"
"2769","grudging","negative"
"2770","grudgingly","negative"
"2771","gruesome","negative"
"2772","gruesomely","negative"
"2773","gruff","negative"
"2774","grumble","negative"
"2775","grumpier","negative"
"2776","grumpiest","negative"
"2777","grumpily","negative"
"2778","grumpish","negative"
"2779","grumpy","negative"
"2780","guarantee","positive"
"2781","guidance","positive"
"2782","guile","negative"
"2783","guilt","negative"
"2784","guiltily","negative"
"2785","guiltless","positive"
"2786","guilty","negative"
"2787","gullible","negative"
"2788","gumption","positive"
"2789","gush","positive"
"2790","gusto","positive"
"2791","gutless","negative"
"2792","gutsy","positive"
"2793","gutter","negative"
"2794","hack","negative"
"2795","hacks","negative"
"2796","haggard","negative"
"2797","haggle","negative"
"2798","hail","positive"
"2799","hairloss","negative"
"2800","halcyon","positive"
"2801","hale","positive"
"2802","halfhearted","negative"
"2803","halfheartedly","negative"
"2804","hallmark","positive"
"2805","hallmarks","positive"
"2806","hallowed","positive"
"2807","hallucinate","negative"
"2808","hallucination","negative"
"2809","hamper","negative"
"2810","hampered","negative"
"2811","handicapped","negative"
"2812","handier","positive"
"2813","handily","positive"
"2814","hands-down","positive"
"2815","handsome","positive"
"2816","handsomely","positive"
"2817","handy","positive"
"2818","hang","negative"
"2819","hangs","negative"
"2820","haphazard","negative"
"2821","hapless","negative"
"2822","happier","positive"
"2823","happily","positive"
"2824","happiness","positive"
"2825","happy","positive"
"2826","harangue","negative"
"2827","harass","negative"
"2828","harassed","negative"
"2829","harasses","negative"
"2830","harassment","negative"
"2831","harboring","negative"
"2832","harbors","negative"
"2833","hard","negative"
"2834","hard-hit","negative"
"2835","hard-line","negative"
"2836","hard-liner","negative"
"2837","hard-working","positive"
"2838","hardball","negative"
"2839","harden","negative"
"2840","hardened","negative"
"2841","hardheaded","negative"
"2842","hardhearted","negative"
"2843","hardier","positive"
"2844","hardliner","negative"
"2845","hardliners","negative"
"2846","hardship","negative"
"2847","hardships","negative"
"2848","hardy","positive"
"2849","harm","negative"
"2850","harmed","negative"
"2851","harmful","negative"
"2852","harmless","positive"
"2853","harmonious","positive"
"2854","harmoniously","positive"
"2855","harmonize","positive"
"2856","harmony","positive"
"2857","harms","negative"
"2858","harpy","negative"
"2859","harridan","negative"
"2860","harried","negative"
"2861","harrow","negative"
"2862","harsh","negative"
"2863","harshly","negative"
"2864","hasseling","negative"
"2865","hassle","negative"
"2866","hassled","negative"
"2867","hassles","negative"
