date,time,headline,URL,teaser,section
12/26/2017,10:00 PM,Mike Huckabee Says Trump Is Like Churchill. Historians Disagree.,https://www.nytimes.com/2017/12/26/us/politics/mike-huckabee-trump-churchill.html?partner=rss&emc=rss,"The former Arkansas governor’s tweets after seeing “The Darkest Hour,” a film about Winston Churchill, stirred up Twitter.",NYT > Politics
12/27/2017,6:00 AM,"Best of Late Night: Late-Night TV in 2017: Trump, Russia, Weinstein and More",https://www.nytimes.com/2017/12/27/arts/television/late-night-tv-in-2017-trump-russia-weinstein-and-more.html?partner=rss&emc=rss,The first year of President Trump’s administration provided considerable fodder for hosts.,NYT > Politics
12/27/2017,7:52 AM,Barack Obama’s BBC Interview With Prince Harry,https://www.nytimes.com/2017/12/27/world/europe/obama-prince-harry-interview.html?partner=rss&emc=rss,"The former president said he was adjusting to life outside the White House, and expressed concern, without naming names, about the possible corrosive effects of social media.",NYT > Politics
12/27/2017,2:51 PM,The Library of Congress No Longer Wants All the Tweets,https://www.nytimes.com/2017/12/27/technology/library-congress-tweets.html?partner=rss&emc=rss,"Having archived all public tweets over 12 years, the institution says it has enough and intends to be more selective.",NYT > Politics
12/27/2017,6:00 PM,"In a Complex Tax Bill, Let the Hunt for Loopholes Begin",https://www.nytimes.com/2017/12/27/business/economy/tax-loopholes.html?partner=rss&emc=rss,"A 2004 change by Congress, meant to foster domestic manufacturing, may provide a cautionary tale: You can mine a lot of tax breaks from just one word.",NYT > Politics
12/27/2017,6:40 PM,"F.D.A. Leaves Tainted Foods on Shelves Too Long, Report Finds",https://www.nytimes.com/2017/12/27/health/fda-food-recalls.html?partner=rss&emc=rss,"The agency has the authority to force recalls of contaminated foods but is not adequately ensuring timely compliance, an inspector general’s report concludes.",NYT > Politics
12/27/2017,7:30 PM,Singer Files Police Report Claiming Corey Lewandowski Slapped Her on the Buttocks,https://www.nytimes.com/2017/12/27/us/joy-villa-corey-lewandowski.html?partner=rss&emc=rss,"The singer, Joy Villa, and the former Trump campaign manager met at a party celebrating the president. She said Mr. Lewandowski slapped her twice on the buttocks.",NYT > Politics
12/27/2017,8:22 PM,"Appeals Court Orders E.P.A. to Update Lead Paint Rules, Quickly",https://www.nytimes.com/2017/12/27/us/epa-lead-paint.html?partner=rss&emc=rss,A federal panel told the agency to revise its standard for dangerous levels of lead in paint within a year.,NYT > Politics
12/28/2017,3:00 AM,Roy Moore Asks Alabama Court to Block Election’s Certification,https://www.nytimes.com/2017/12/28/us/politics/roy-moore-block-election.html?partner=rss&emc=rss,"Less than 24 hours before Alabama officials were expected to certify the results of a Senate election, Roy S. Moore went to court claiming voter fraud.",NYT > Politics
12/28/2017,10:32 AM,China Offers Tax Incentives to Persuade U.S. Companies to Stay,https://www.nytimes.com/2017/12/28/business/tax-bill-china.html?partner=rss&emc=rss,"Following a tax overhaul in the United States, Beijing has announced a temporary exemption for foreign firms investing in certain sectors.",NYT > Politics
12/28/2017,3:34 PM,"Trump’s Way: Trump, the Insurgent, Breaks With 70 Years of American Foreign Policy",https://www.nytimes.com/2017/12/28/us/politics/trump-world-diplomacy.html?partner=rss&emc=rss,President Trump has transformed the world’s view of the United States from an anchor of the international order into something more inward-looking and unpredictable.,NYT > Politics
12/28/2017,5:28 PM,Anatomy of a Trump Tweet:Vanity Fair Edition,https://www.nytimes.com/2017/12/28/business/media/trump-tweet-vanity-fair.html?partner=rss&emc=rss,President Trump’s broadside aimed at Vanity Fair mastered a tricky title and made much of a 14-word statement.,NYT > Politics
12/28/2017,8:50 PM,Trump Says Russia Inquiry Makes U.S. ‘Look Very Bad’,https://www.nytimes.com/2017/12/28/us/politics/trump-interview-mueller-russia-china-north-korea.html?partner=rss&emc=rss,"The president said in an interview on Thursday that the special counsel will treat him fairly, contradicting a campaign by some Republicans to discredit the investigation.",NYT > Politics
12/28/2017,8:50 PM,It’s Cold Outside. Get Ready for the Trump Global Warming Tweet.,https://www.nytimes.com/2017/12/28/climate/trump-tweet-global-warming.html?partner=rss&emc=rss,"With frigid temperatures in the East, President Trump cast doubt on the reality of climate change. But weather is not the same as climate.",NYT > Politics
12/28/2017,10:14 PM,Trump’s Foreign Policy: Mixing the Brash and the Blunt,https://www.nytimes.com/video/us/politics/100000005626648/trumps-foreign-policy-mixing-the-brash-and-the-blunt.html?partner=rss&emc=rss,A closer look at how President Trump’s unpredictable approach to foreign policy plays out on the global stage.,NYT > Politics
12/28/2017,9:23 PM,Excerpts From Trump’s Interview With The Times,https://www.nytimes.com/2017/12/28/us/politics/trump-interview-excerpts.html?partner=rss&emc=rss,"President Trump discussed a range of issues with The New York Times, including the Russia inquiry, the tax overhaul and China, at his golf club in West Palm Beach, Fla.",NYT > Politics
12/28/2017,11:41 PM,U.S. to Roll Back Safety Rules Created After Deepwater Horizon Spill,https://www.nytimes.com/2017/12/28/us/trump-offshore-drilling.html?partner=rss&emc=rss,The Interior Department said reversing the Obama-era regulations would reduce “unnecessary burdens” on the energy industry.,NYT > Politics
12/29/2017,5:00 AM,Washington Memo: The Year the News Accelerated to Trump Speed,https://www.nytimes.com/2017/12/29/us/politics/trump-news-overload.html?partner=rss&emc=rss,The president’s news-making in the age of the tweet and the push alert has produced something of a sensory overload that shortens the life span of even the most dominant stories.,NYT > Politics
12/29/2017,5:00 AM,How Climate Change Deniers Rise to the Top in Google Searches,https://www.nytimes.com/2017/12/29/climate/google-search-climate-change.html?partner=rss&emc=rss,"Groups that reject established climate science can use the search engine’s advertising business to their advantage, gaming the system to find a mass platform for false or misleading claims.",NYT > Politics
12/29/2017,10:18 AM,Out There: U.F.O.s: Is This All There Is?,https://www.nytimes.com/2017/12/29/science/ufos-aliens-space-travel.html?partner=rss&emc=rss,"Astronomers have their noses pressed against the windows of the unknown, wanting to believe in life elsewhere just like many outer space enthusiasts.",NYT > Politics
12/29/2017,12:50 PM,Frustrated U.S. Might Withhold $255 Million in Aid From Pakistan,https://www.nytimes.com/2017/12/29/us/politics/pakistan-american-aid-255-million.html?partner=rss&emc=rss,"American officials are frustrated over Pakistan’s lack of cooperation on counterterrorism, including its refusal to hand over a militant who helped hold Americans hostage.",NYT > Politics
12/29/2017,5:50 PM,"Carnage, Comey and Covevfe: 2017: Our Reporters Reflect on Covering Washington and Politics",https://www.nytimes.com/2017/12/29/us/politics/covering-washington-politics.html?partner=rss&emc=rss,"News from Washington dominated headlines and captured the world’s attention this year. Here’s a look at a handful of those stories, with reflections from the reporters who covered them.",NYT > Politics
12/29/2017,7:09 PM,Fact Check: 10 Falsehoods From Trump’s Interview With The Times,https://www.nytimes.com/2017/12/29/us/politics/fact-check-trump-interview.html?partner=rss&emc=rss,"The inaccurate statements covered the Russia investigation, health care, immigration and the president’s following on social media.",NYT > Politics
12/29/2017,7:31 PM,Our Reporter Mike Schmidt on His Golf Club Interview With President Trump,https://www.nytimes.com/2017/12/29/insider/mike-schmidt-interview-donald-trump.html?partner=rss&emc=rss,"I knew this was not going to go over well with the White House press office, which hates being blindsided by the president making news.",NYT > Politics
12/30/2017,11:32 AM,"How the Russia Inquiry Began: A Campaign Aide, Drinks and Talk of Political Dirt",https://www.nytimes.com/2017/12/30/us/politics/how-fbi-russia-investigation-began-george-papadopoulos.html?partner=rss&emc=rss,"George Papadopoulos, a Trump foreign policy adviser, was the improbable match that set off a blaze that has consumed the first year of the Trump administration.",NYT > Politics
12/30/2017,12:09 PM,Republican Attacks on Mueller and F.B.I. Open New Rift in G.O.P.,https://www.nytimes.com/2017/12/30/us/politics/conservatives-mueller-fbi-republicans-trump.html?partner=rss&emc=rss,"A campaign to discredit the F.B.I. and the special counsel investigating President Trump is growing more heated, splitting the Republican Party.",NYT > Politics
12/30/2017,12:44 PM,Trump Ends Terms of Remaining Members of H.I.V. and AIDS Council,https://www.nytimes.com/2017/12/30/us/politics/trump-aids-council.html?partner=rss&emc=rss,The council’s executive director said the dismissals were common when a new administration takes office. Six members resigned in June in protest of President Trump.,NYT > Politics
12/30/2017,12:46 PM,The U.S. Has Pummeled Al Qaeda in Yemen. But the Threat Is Barely Dented.,https://www.nytimes.com/2017/12/30/world/middleeast/yemen-al-qaeda-us-terrorism.html?partner=rss&emc=rss,"Despite tripling airstrikes this year, American officials concede an attack emanating from the chaotic, ungoverned spaces of Yemen remains among their top terrorism fears.",NYT > Politics
12/30/2017,1:27 PM,On Washington: Republicans’ 2018 Resolution: Bipartisanship. Will It Last?,https://www.nytimes.com/2017/12/30/us/politics/republicans-congress-bipartisan-senate-house.html?partner=rss&emc=rss,"With their Senate majority narrowed even further and a midterm election approaching, Republicans are seeking some consensus with Democrats after a year of intense division.",NYT > Politics
12/31/2017,12:01 AM,"Trump’s Way: For Trump, a Year of Reinventing the Presidency",https://www.nytimes.com/2017/12/31/us/politics/trump-reinventing-presidency.html?partner=rss&emc=rss,"In ways that were once unimaginable, President Trump has discarded the conventions and norms established by his predecessors. Will that change the institution permanently?",NYT > Politics
12/31/2017,2:50 PM,Tax Law Offers a Carrot to Gig Workers. But It May Have Costs.,https://www.nytimes.com/2017/12/31/business/economy/tax-work.html?partner=rss&emc=rss,A 20 percent tax deduction for setting oneself up as a business could reward severing formal employment relationships but erode benefits and security.,NYT > Politics
12/31/2017,3:09 PM,From Trump to #MeToo: A Dizzying Year in TV News,https://www.nytimes.com/2017/12/31/business/media/trump-tv-news.html?partner=rss&emc=rss,"Two Times media reporters analyze why 2017, despite powerful foes like Netflix and the fallout of harassment scandals, was the year TV roared back.",NYT > Politics
12/31/2017,5:10 PM,"Partisans, Wielding Money, Begin Seeking to Exploit Harassment Claims",https://www.nytimes.com/2017/12/31/us/politics/sexual-harassment-politics-partisanship.html?partner=rss&emc=rss,"The earthquake of sexual misconduct allegations has taken down powerful men without regard to politics, but as it shakes Washington, accusations are taking on a partisan tint.",NYT > Politics
12/31/2017,6:05 PM,"Courts Must Better Police Themselves on Harassment, Chief Justice Says",https://www.nytimes.com/2017/12/31/us/politics/john-roberts-courts-sexual-harassment.html?partner=rss&emc=rss,"In his year-end report on the state of the federal judiciary, Chief Justice John G. Roberts Jr. addressed reports of sexual misconduct by an appeals court judge.",NYT > Politics
1/1/2018,5:00 AM,"Sidebar: Pulled Over in a Rental Car, With Heroin in the Trunk",https://www.nytimes.com/2018/01/01/us/politics/rental-car-privacy-supreme-court.html?partner=rss&emc=rss,The Supreme Court will hear arguments next week about whether drivers not listed in rental car agreements give up their privacy rights.,NYT > Politics
1/1/2018,11:30 AM,"Korean War, a ‘Forgotten’ Conflict That Shaped the Modern World",https://www.nytimes.com/2018/01/01/world/asia/korean-war-history.html?partner=rss&emc=rss,"The three-year conflict set the stage for decades of tension on the Korean Peninsula, but today many Americans know little about it.",NYT > Politics
1/1/2018,1:33 PM,"With Disney Deal Looming, Murdoch’s Empire Is Fractured",https://www.nytimes.com/2018/01/01/business/media/rupert-murdoch-21st-century-fox-disney.html?partner=rss&emc=rss,Rupert Murdoch’s decision to sell most of 21st Century Fox has many wondering what the future holds for him and the two sons who seemed on the cusp of taking over his vast empire.,NYT > Politics
12/30/2017,1:27 PM,On Washington: Republicans’ 2018 Resolution: Bipartisanship. Will It Last?,https://www.nytimes.com/2017/12/30/us/politics/republicans-congress-bipartisan-senate-house.html?partner=rss&emc=rss,"With their Senate majority narrowed even further and a midterm election approaching, Republicans are seeking some consensus with Democrats after a year of intense division.",NYT > Politics
1/1/2018,2:24 PM,Mayor de Blasio Begins Second Term in Frigid Ceremony,https://www.nytimes.com/2018/01/01/nyregion/mayor-de-blasio-begins-second-term-in-frigid-ceremony.html?partner=rss&emc=rss,"On a bitterly cold day, Bill de Blasio was sworn by Senator Bernie Sanders and pledged “a new progressive era in this city’s history.”",NYT > Politics
1/1/2018,5:25 PM,"The Trump Effect: Business, Anticipating Less Regulation, Loosens Purse Strings",https://www.nytimes.com/2018/01/01/us/politics/trump-businesses-regulation-economic-growth.html?partner=rss&emc=rss,The administration’s campaign to reduce regulation has improved the mood of business executives. They may be spending more money as a result.,NYT > Politics
1/1/2018,6:55 PM,"At de Blasio Inaugural, Speeches by Two Who Might Replace Him",https://www.nytimes.com/2018/01/01/nyregion/at-de-blasio-inaugural-speeches-by-two-who-might-replace-him.html?partner=rss&emc=rss,"Addresses by the comptroller, Scott M. Stringer, and public advocate, Leticia James, marked a kind of unofficial start to the 2021 mayoral campaign.",NYT > Politics
1/2/2018,2:00 AM,"Mind: ‘Fake News’: Wide Reach but Little Impact, Study Suggests",https://www.nytimes.com/2018/01/02/health/fake-news-conservative-liberal.html?partner=rss&emc=rss,"Before the 2016 election, those most likely to read “fake news” online were older and conservative, a new study finds. But even they relied most often on mainstream media.",NYT > Politics
1/2/2018,8:47 AM,Trump Accuses Former Clinton Aide of Failing to Follow Security Protocols,https://www.nytimes.com/2018/01/02/us/politics/trump-clinton-huma-abedin.html?partner=rss&emc=rss,"About 3,000 of Huma Abedin’s emails were released by the State Department on Friday. The president also accused his Justice Department of being a “deep state.”",NYT > Politics
1/2/2018,2:08 PM,"Orrin Hatch to Retire from Senate, Opening Path for Mitt Romney",https://www.nytimes.com/2018/01/02/us/politics/orrin-hatch-retiring-romney-trump.html?partner=rss&emc=rss,"Orrin G. Hatch, the longest-serving Senate Republican, will announce that he will retire at the end of the year, clearing a path for Mitt Romney to run.",NYT > Politics
1/2/2018,4:02 PM,"Trump Reiterates Support for Iranian Protesters, but Also Criticizes Obama",https://www.nytimes.com/2018/01/02/us/politics/trump-iran-protesters.html?partner=rss&emc=rss,"Unlike President Barack Obama, who was faulted for his response to the protests that became known as the Green Movement, President Trump has come down on the side of the demonstrators",NYT > Politics
1/2/2018,6:25 PM,U.S. Service Member Is Killed in Afghan Province,https://www.nytimes.com/2018/01/02/us/politics/service-member-killed-afghanistan.html?partner=rss&emc=rss,Four service members were wounded after a skirmish on Monday in Nangarhar Province in eastern Afghanistan.,NYT > Politics
1/2/2018,7:59 PM,Fact Check: Trump’s Aviation Boast Fails to Get in the Air,https://www.nytimes.com/2018/01/02/us/politics/fact-check-trump-aviation-safety.html?partner=rss&emc=rss,"President Trump claimed undue credit for the “safest year on record” in commercial aviation, despite having done little on the issue.",NYT > Politics
1/2/2018,9:08 PM,"‘I Too Have a Nuclear Button, but It Is a Much Bigger & More Powerful One’: Trump Taunts Kim Jong-un",https://www.nytimes.com/2018/01/02/us/politics/trump-tweet-north-korea.html?partner=rss&emc=rss,"In a tweet, the president of the United States says his nuclear button is bigger and more powerful than Kim Jong-un’s.",NYT > Politics
1/2/2018,9:04 PM,Senate Returns to a Plate Full of Democratic Demands,https://www.nytimes.com/2018/01/02/us/politics/senate-democrats-government-shutdown-immigration.html?partner=rss&emc=rss,"Democrats are pushing for funding for children’s health care and protection for young undocumented immigrants, among other priorities.",NYT > Politics
1/2/2018,10:40 PM,Trump Accuses Former Clinton Aide of Failing to Follow Security Protocols,https://www.nytimes.com/2018/01/02/us/politics/trump-clinton-aide-huma-abedin.html?partner=rss&emc=rss,"About 3,000 of Huma Abedin’s emails were released by the State Department on Friday. The president also accused his Justice Department of being a “deep state.”",NYT > Politics
1/2/2018,11:30 PM,Showtime’s ‘The Circus’ Will Go On Without Mark Halperin,https://www.nytimes.com/2018/01/02/business/media/showtime-the-circus-halperin.html?partner=rss&emc=rss,"The journalist will not return in the wake of claims of sexual assault. Alex Wagner of CBS News will replace him, joining John Heilemann and Mark McKinnon.",NYT > Politics
1/3/2018,12:45 AM,Social Media Shudders After Trump Mocks North Korea’s ‘Button’,https://www.nytimes.com/2018/01/03/world/asia/trump-tweet-button-north-korea.html?partner=rss&emc=rss,"The president’s tweet that he has a “much bigger” arsenal of nuclear weapons was met with dread and humor, of both the gallows and locker-room varieties.",NYT > Politics
1/3/2018,6:00 AM,Ex-Homeland Security Officials Urge Faster Action on DACA,https://www.nytimes.com/2018/01/03/us/politics/trump-homeland-security-daca.html?partner=rss&emc=rss,"The window for legislative action to protect undocumented immigrants brought to the country as children will close by the middle of January, three former officials said in a letter.",NYT > Politics
1/3/2018,5:28 AM,"The ‘Nuclear Button’ Explained: For Starters, There’s No Button",https://www.nytimes.com/2018/01/03/world/asia/nuclear-button-trump-north-korea.html?partner=rss&emc=rss,"The image of a leader being able to launch missiles with the push of one finger has, for decades, instilled fear.",NYT > Politics
1/3/2018,10:04 AM,Trump’s First Big Twitter Day of 2018: Analyzing Nuclear Buttons and the ‘Corrupt Media’,https://www.nytimes.com/2018/01/03/us/politics/trump-tweets-nuclear-button.html?partner=rss&emc=rss,The president’s 17 posts on Tuesday can be read as an outline of his agenda but also a glimpse at the challenges he faces this year.,NYT > Politics
1/3/2018,1:39 PM,Trump Says Bannon Has ‘Lost His Mind’ After Bannon Insults Donald Trump Jr.,https://www.nytimes.com/2018/01/03/us/politics/trump-bannon.html?partner=rss&emc=rss,"“Steve Bannon has nothing to do with me or my Presidency,” President Trump said in a statement. “When he was fired, he not only lost his job, he lost his mind.”",NYT > Politics
1/3/2018,1:39 PM,"Two Democrats Sworn in to Senate, Cutting G.O.P. Margin to One",https://www.nytimes.com/2018/01/03/us/politics/jones-smith-sworn-in-as-senators.html?partner=rss&emc=rss,"Doug Jones of Alabama and Tina Smith of Minnesota were sworn in as senators on Wednesday, leaving Republicans with a 51-49 majority and the Senate with a record 22 women.",NYT > Politics
1/3/2018,3:19 PM,Read Trump’s Reaction to Steve Bannon’s Comments,https://www.nytimes.com/2018/01/03/us/politics/trump-statement-steve-bannon.html?partner=rss&emc=rss,President Trump hit back at the former White House chief strategist through a statement saying that Mr. Bannon had nothing to do with his “historic victory.”,NYT > Politics
1/3/2018,2:40 PM,Fed Sees Rate Increases in 2018 but Lacks Consensus on Frequency,https://www.nytimes.com/2018/01/03/business/economy/fed-rate-increases.html?partner=rss&emc=rss,"Federal Reserve officials agreed that additional rate hikes are coming but disagreed about the frequency of such increases, according to minutes of the December meeting.",NYT > Politics
1/3/2018,3:47 PM,Would Twitter Ever Suspend Trump’s Account?,https://www.nytimes.com/2018/01/03/technology/twitter-trump-rules.html?partner=rss&emc=rss,Critics have wondered whether the president’s more violent tweets — including those directed at North Korea — could merit a suspension or ban. Here’s what Twitter says.,NYT > Politics
1/3/2018,4:12 PM,Paul Manafort Sues Mueller and Asks a Judge to Narrow the Russia Investigation,https://www.nytimes.com/2018/01/03/us/politics/manafort-lawsuit-mueller.html?partner=rss&emc=rss,"The highly unusual lawsuit says the special counsel, Robert S. Mueller III, was given an overly broad mandate and needs to be reined in.",NYT > Politics
1/3/2018,1:50 PM,Trump’s Threat to Cut Palestinian Aid Worries Many in Israel,https://www.nytimes.com/2018/01/03/world/middleeast/trump-israel-palestinians-twitter.html?partner=rss&emc=rss,"Far from encouraging a return to peace talks, a pair of blunt tweets from the American president appeared to distance the Palestinians and confuse the Israelis.",NYT > Politics
1/3/2018,5:42 PM,Ex-N.S.A. Worker Accused of Stealing Trove of Secrets Offers to Plead Guilty,https://www.nytimes.com/2018/01/03/us/politics/harold-martin-nsa-guilty-plea-offer.html?partner=rss&emc=rss,"Harold T. Martin III, who stored classified documents in his shed and car, gambles on a plea to one charge, with no guarantee that 19 more will be dropped.",NYT > Politics
1/3/2018,7:15 PM,Trump Disbands Commission on Voter Fraud,https://www.nytimes.com/2018/01/03/us/politics/trump-voter-fraud-commission.html?partner=rss&emc=rss,"The president signed an order to end the White House commission even though he said there was “substantial evidence of voter fraud,” which experts say is rare.",NYT > Politics
1/3/2018,6:52 PM,Companies Are Handing Out Bonuses Thanks to the Tax Law. Is It a Publicity Stunt?,https://www.nytimes.com/2018/01/03/business/corporate-tax-cut-bonuses-employees.html?partner=rss&emc=rss,"Following the big tax cut, companies have announced bonuses or wage hikes for employees. Will they make a difference? Or are they publicity stunts?",NYT > Politics
1/3/2018,6:59 PM,Will 2018 Be the Year of Protectionism? Trump Alone Will Decide,https://www.nytimes.com/2018/01/03/us/politics/2018-trump-protectionism-tariffs.html?partner=rss&emc=rss,The president has said he wants tariffs. He’ll have chances to impose them.,NYT > Politics
1/3/2018,8:14 PM,Trump Watches From the Sidelines as the Koreas Begin to Talk,https://www.nytimes.com/2018/01/03/us/politics/trump-north-korea-wedge-south-korea.html?partner=rss&emc=rss,The Trump administration doesn’t oppose diplomatic talks on the Korean Peninsula but worries the North will try to drive a wedge between the United States and South Korea.,NYT > Politics
1/4/2018,10:10 AM,Trump Administration to Move to Weaken Marijuana Legalization Movement,https://www.nytimes.com/2018/01/04/us/politics/marijuana-legalization-justice-department-prosecutions.html?partner=rss&emc=rss,"Federal prosecutors will be given discretion to more aggressively enforce marijuana laws, threatening to undermine the legalization movement at the state level.",NYT > Politics
1/4/2018,11:19 AM,Trump Demands That Publisher Halt Release of Critical Book,https://www.nytimes.com/2018/01/04/us/politics/trump-threatens-sue-fire-fury-publisher.html?partner=rss&emc=rss,"A lawyer for the president threatens possible legal action to block publication of “Fire and Fury,” by Michael Wolff.",NYT > Politics
1/4/2018,12:16 PM,Trump Proposes New Health Plan Options for Small Businesses,https://www.nytimes.com/2018/01/04/us/politics/trump-association-health-plans-obamacare.html?partner=rss&emc=rss,The Trump administration proposed new rules that could expand access to lower-cost insurance exempt from some requirements of the Affordable Care Act.,NYT > Politics
1/4/2018,1:05 PM,Companies Warn of Hits From Tax Cuts. Don’t Be Fooled.,https://www.nytimes.com/2018/01/04/business/corporate-tax-cuts.html?partner=rss&emc=rss,Companies are expected to report billions of dollars in short-term losses stemming from the new tax law. But they are a prelude to much larger profits.,NYT > Politics
1/4/2018,2:00 PM,Global Warming’s Toll on Coral Reefs: As if They’re ‘Ravaged by War’,https://www.nytimes.com/2018/01/04/climate/coral-reefs-bleaching.html?partner=rss&emc=rss,"New research has found that mass bleaching of coral reefs, once virtually unknown, now happens every 6 years on average. That means the reefs don’t have time to recover.",NYT > Politics
1/4/2018,1:45 PM,Trump Moves to Open Nearly All Offshore Waters to Drilling,https://www.nytimes.com/2018/01/04/climate/trump-offshore-drilling.html?partner=rss&emc=rss,"The energy industry would have broad access to most of the outer continental shelf, reversing part of Barack Obama’s environmental legacy.",NYT > Politics
1/4/2018,1:49 PM,"Iran Lashes Out at Its Enemies, at Home and Abroad, Amid Protests",https://www.nytimes.com/2018/01/04/world/middleeast/iran-protest-blame.html?partner=rss&emc=rss,"The chief prosecutor blamed “the United States, Israel and Saudi Arabia” for instigating the protests, while hard-liners and reformists traded accusations.",NYT > Politics
1/4/2018,3:28 PM,U.S. Will Withhold Security Aid From Pakistan,https://www.nytimes.com/2018/01/04/us/politics/trump-pakistan-aid.html?partner=rss&emc=rss,The United States has provided billions of dollars in aid to Pakistan but the Trump administration says it is not doing enough to confront terrorist networks operating there.,NYT > Politics
1/4/2018,5:41 PM,Right and Left React to the Clash Between Trump and Bannon,https://www.nytimes.com/2018/01/04/us/politics/right-and-left-react-to-the-clash-between-trump-and-bannon.html?partner=rss&emc=rss,Writers from across the political spectrum on the comments made by Stephen K. Bannon about President Trump and the president’s response.,NYT > Politics
1/4/2018,6:13 PM,"Led by the Mercers, Bannon’s Allies Abandon Him",https://www.nytimes.com/2018/01/04/us/politics/bannon-mercer-trump.html?partner=rss&emc=rss,"Stephen K. Bannon’s provocative remarks about President Trump and his family, and Mr. Trump’s angry response, further alienated some of Mr. Bannon’s most important backers.",NYT > Politics
1/4/2018,7:33 PM,"Senators and Trump Inch Toward DACA Deal, but a Wall Divides Them",https://www.nytimes.com/2018/01/04/us/politics/senate-trump-immigration-daca-deal.html?partner=rss&emc=rss,Democrats and Republicans remain divided over the shape and scope of a package that would restore protections for young unauthorized immigrants and bolster border security.,NYT > Politics
1/4/2018,7:25 PM,"Michael Wolff, From Local Media Scourge to National Newsmaker",https://www.nytimes.com/2018/01/04/business/media/michael-wolff-trump.html?partner=rss&emc=rss,A journalist who loved to needle the Manhattan elite enrages the president with his insider account of the year he spend reporting from the West Wing.,NYT > Politics
1/4/2018,7:52 PM,Obstruction Inquiry Shows Trump’s Struggle to Keep Grip on Russia Investigation,https://www.nytimes.com/2018/01/04/us/politics/trump-sessions-russia-mcgahn.html?partner=rss&emc=rss,The special counsel’s investigation has uncovered several incidents involving the president that raise questions about whether he obstructed justice.,NYT > Politics
1/4/2018,8:46 PM,"Will Nearly 200,000 Salvadorans Lose Their Immigration Status?",https://www.nytimes.com/video/us/100000005611803/tps-el-salvador-immigration.html?partner=rss&emc=rss,"Jose Salinas has Temporary Protected Status, which is granted to immigrants who came to the United States from countries crippled by natural disasters or war. The Trump administration may end the program this month.",NYT > Politics
1/5/2018,5:00 AM,U.S. to Start Korean Trade Talks Amid Rising Tensions,https://www.nytimes.com/2018/01/05/us/politics/us-korea-trade-talks.html?partner=rss&emc=rss,"The renegotiation of the agreement between the United States and South Korea comes at a critical time, as North Korea seeks to drive a wedge between the allies.",NYT > Politics
1/5/2018,5:00 AM,On Washington: New Pot Policy by Trump Administration Draws Bipartisan Fire,https://www.nytimes.com/2018/01/05/us/politics/trump-marijuana-policy-bipartisan-fire.html?partner=rss&emc=rss,"Lawmakers from both parties see it as a state decision and vow to force the attorney general, Jeff Sessions, to back down.",NYT > Politics
1/5/2018,12:15 PM,Cellphone and Computer Searches at U.S. Border Rise Under Trump,https://www.nytimes.com/2018/01/05/us/politics/trump-border-search-cellphone-computer.html?partner=rss&emc=rss,"Border agents say the electronic searches have stopped terrorism suspects and criminals, but privacy advocates call them an invasive violation of the Constitution.",NYT > Politics
1/5/2018,12:01 PM,"White House Memo: For Trump, Book Raises Familiar Questions of Loyalty and Candor",https://www.nytimes.com/2018/01/05/us/politics/trump-fire-fury-book-loyalty.html?partner=rss&emc=rss,"Every president is confronted by unflattering portrayals by former aides who leave and tell their stories, but usually not so early in an administration.",NYT > Politics
1/5/2018,2:38 PM,Trump and Republicans to Meet at Camp David With Urgent Matters Looming,https://www.nytimes.com/2018/01/05/us/politics/trump-republicans-immigration-spending.html?partner=rss&emc=rss,"President Trump and Republican leaders in Congress are to meet Friday at Camp David, the presidential retreat in Maryland, to discuss a range of urgent domestic matters.",NYT > Politics
1/5/2018,1:14 PM,American Detained by U.S. Military Says He Wants to Sue,https://www.nytimes.com/2018/01/05/us/politics/american-isis-suspect-military-detention.html?partner=rss&emc=rss,An American citizen being held as an enemy combatant has told the A.C.L.U. he wants the group to represent him in challenging his indefinite wartime detention.,NYT > Politics
1/5/2018,1:20 PM,"Chris Christie Interview Excerpts: The Governor on Trump, the Transition and His Record",https://www.nytimes.com/2018/01/05/us/politics/chris-christie-interview-excerpts-.html?partner=rss&emc=rss,"Weeks before the end of his second term, Gov. Chris Christie of New Jersey gave a two-hour interview on a wide range of subjects, including President Trump.",NYT > Politics
1/5/2018,1:24 PM,Christie on His Relationship With Trump (Great) and His Regrets (Few) as New Jersey’s Governor,https://www.nytimes.com/2018/01/05/us/politics/christie-trump-new-jersey-governor.html?partner=rss&emc=rss,"“I feel like I’ve done the job as well or better than anybody who’s ever had it,” Gov. Chris Christie said.",NYT > Politics
1/5/2018,2:31 PM,Republican Senators Raise Possible Charges Against Author of Trump Dossier,https://www.nytimes.com/2018/01/05/us/politics/christopher-steele-dossier-judiciary-committee.html?partner=rss&emc=rss,"The first congressional criminal referral in connection with Russian meddling targeted a former British spy, not anyone accused of conspiracy.",NYT > Politics
1/5/2018,2:01 PM,Expect Environmental Battles to Be ‘Even More Significant’ in 2018,https://www.nytimes.com/2018/01/05/climate/trump-environment-2018.html?partner=rss&emc=rss,The Trump administration offered grand pronouncements about environmental deregulation in 2017. But this is the year to hammer out the details.,NYT > Politics
1/5/2018,1:47 PM,"Amid Calls from Trump, F.B.I. Renews Questions Over Clinton Foundation",https://www.nytimes.com/2018/01/05/us/politics/clinton-foundation-fbi.html?partner=rss&emc=rss,Career prosecutors shut down the case in 2016 over lack of evidence. The new interest comes as Mr. Trump has taken the highly unusual step of calling for investigations into political rivals.,NYT > Politics
